t x call_price portfolio_value_n1 portfolio_value_n2 portfolio_value_n5 portfolio_value_n10
0.0 100.0 13.764870100643822 50.0 50.0 50.0 50.0
0.001001001001001001 98.96808239914208 13.273372785108476 50.00657388712564 50.00657388712564 50.00657388712564 50.00657388712564
0.002002002002002002 98.4845965471552 13.040578965949464 50.01234394981159 50.01234394981159 50.01234394981159 50.01234394981159
0.003003003003003003 95.15318349341156 11.550496157744305 49.93616713535538 49.93616713535538 49.93616713535538 49.93616713535538
0.004004004004004004 94.71634489395358 11.353339275196225 49.92823611433348 49.92823611433348 49.92823611433348 49.92823611433348
0.005005005005005005 92.79513614920752 10.539304193580858 49.83915922529846 49.83915922529846 49.83915922529846 49.83915922529846
0.006006006006006006 90.47726869240887 9.60121554666123 49.687607412693104 49.687607412693104 49.687607412693104 49.687607412693104
0.007007007007007007 90.06658003006002 9.432289634819297 49.6637424316324 49.6637424316324 49.6637424316324 49.6637424316324
0.008008008008008008 93.02912994667636 10.606652382445157 49.88285199653883 49.88285199653883 49.88285199653883 49.88285199653883
0.009009009009009007 88.91989636709933 8.976087731457465 49.58138748006425 49.58138748006425 49.58138748006425 49.58138748006425
0.01001001001001001 88.22265853719671 8.706499348551496 49.52343543469758 49.52343543469758 49.52343543469758 49.52343543469758
0.011011011011011013 88.0618025371471 8.638132472846348 49.51649508766229 49.51649508766229 49.51649508766229 49.51649508766229
0.012012012012012012 86.5017293080165 8.064075304693091 49.35726406821963 49.35726406821963 49.35726406821963 49.35726406821963
0.013013013013013013 87.59294384182445 8.448452323492187 49.48636517608462 49.48636517608462 49.48636517608462 49.48636517608462
0.014014014014014014 87.17524079642759 8.288130699059735 49.450597445625434 49.450597445625434 49.450597445625434 49.450597445625434
0.015015015015015015 88.70365774745692 8.841062720646383 49.61673771010603 49.61673771010603 49.61673771010603 49.61673771010603
0.016016016016016016 90.67349585111836 9.585229815185645 49.79922091184784 49.79922091184784 49.79922091184784 49.79922091184784
0.017017017017017015 88.92857250515638 8.90740188758284 49.65683504088713 49.65683504088713 49.65683504088713 49.65683504088713
0.01801801801801801 87.77858396266814 8.472315236459934 49.551475595890025 49.551475595890025 49.551475595890025 49.551475595890025
0.019019019019019017 87.89321403835598 8.5054435460831 49.57258726114827 49.57258726114827 49.57258726114827 49.57258726114827
0.02002002002002002 86.71656453480664 8.071738611829106 49.45330881349522 49.45330881349522 49.45330881349522 49.45330881349522
