,t,x
0,0.0,100.0
1,0.00398406374501992,101.78829620666335
2,0.00796812749003984,102.4684880679618
3,0.01195219123505976,106.30217574320187
4,0.01593625498007968,102.32171898117733
5,0.0199203187250996,102.25395091537575
6,0.02390438247011952,104.61158520864534
7,0.027888446215139442,102.16270603825538
8,0.03187250996015936,102.1257176240481
9,0.03585657370517928,100.0152754770933
10,0.0398406374501992,95.02955300727012
11,0.043824701195219126,95.11941155836023
12,0.04780876494023904,93.86701175515176
13,0.05179282868525896,92.45590295386835
14,0.055776892430278883,95.87832885676762
15,0.05976095617529881,96.69349227984736
16,0.06374501992031872,104.51904594507766
17,0.06772908366533864,106.61819420185186
18,0.07171314741035856,108.03807288162568
19,0.07569721115537849,109.35259453367401
20,0.0796812749003984,109.40454856139085
21,0.08366533864541832,111.87817938756581
22,0.08764940239043825,110.25264262665642
23,0.09163346613545817,108.20133303544488
24,0.09561752988047809,110.7583362890972
25,0.099601593625498,114.85006193914296
26,0.10358565737051792,117.4886527434623
27,0.10756972111553785,126.60461340498838
28,0.11155378486055777,122.61964324598462
29,0.11553784860557768,125.542314113651
30,0.11952191235059761,128.3609290696739
31,0.12350597609561753,124.5016938233235
32,0.12749003984063745,126.6800182690285
33,0.13147410358565736,132.0567041675329
34,0.13545816733067728,138.43088623328717
35,0.1394422310756972,131.77331619456072
36,0.14342629482071712,134.74226287861364
37,0.14741035856573706,134.58604269909594
38,0.15139442231075698,131.58016419817363
39,0.1553784860557769,131.36460905978404
40,0.1593625498007968,133.1392813820896
41,0.16334661354581673,130.3375336526856
42,0.16733067729083664,128.97465633887163
43,0.17131474103585656,133.5973591541765
44,0.1752988047808765,135.373717979504
45,0.17928286852589642,139.0838225973603
46,0.18326693227091634,132.32901060566067
47,0.18725099601593626,132.60215190243807
48,0.19123505976095617,127.4835024654889
49,0.1952191235059761,122.69982669653986
50,0.199203187250996,114.96375189512467
51,0.20318725099601592,88.79484214262774
52,0.20717131474103584,88.50943873511724
53,0.21115537848605578,85.5378432263054
54,0.2151394422310757,85.2945057389034
55,0.21912350597609562,90.16521899665327
56,0.22310756972111553,89.70395940444038
57,0.22709163346613545,83.66347144486245
58,0.23107569721115537,79.93706410797031
59,0.23505976095617528,78.97037428470064
60,0.23904382470119523,77.88611663238788
61,0.24302788844621515,74.10904774921113
