t x
0.0 100.0
0.001001001001001001 101.69727643860314
0.002002002002002002 101.03800881101287
0.003003003003003003 101.74946607983024
0.004004004004004004 102.87340488200132
0.005005005005005005 101.77364696260148
0.006006006006006006 103.36998167064075
0.007007007007007007 103.96425737155727
0.008008008008008008 104.51920135923248
0.009009009009009009 105.50856700866498
0.01001001001001001 105.2789153476956
0.011011011011011011 107.09891538764828
0.012012012012012012 106.38675585901592
0.013013013013013013 106.18149644942457
0.014014014014014014 105.83373997368199
0.015015015015015015 104.95691048194728
0.016016016016016016 105.24282562510047
0.017017017017017015 105.03158637947946
0.018018018018018018 107.11521838622474
0.01901901901901902 106.33416395668284
0.02002002002002002 128.11198856154246
0.02102102102102102 130.044988770563
0.022022022022022022 129.51858409597565
0.023023023023023025 130.0886033468159
0.024024024024024024 131.020194977869
0.025025025025025023 128.45997406572545
0.026026026026026026 129.29422628374388
0.02702702702702703 129.16987502116888
0.028028028028028028 128.89846490095513
0.029029029029029027 132.60645193617248
0.03003003003003003 131.18927020783954
0.031031031031031032 132.82508195393223
0.03203203203203203 136.52389438581358
0.03303303303303303 136.84584925770127
0.03403403403403403 138.29078564207114
0.035035035035035036 139.2588481772883
0.036036036036036036 140.22058127886328
0.037037037037037035 139.86334720422724
0.03803803803803804 135.19471452215913
0.03903903903903904 136.3047772692644
0.04004004004004004 139.70454105665453
0.04104104104104104 137.44642563460914
0.04204204204204204 139.2923813138401
0.043043043043043044 141.53870285062942
0.044044044044044044 140.38602898752188
0.04504504504504504 139.40437612137694
0.04604604604604605 138.5309240781622
0.04704704704704705 136.81243111527857
0.04804804804804805 135.83993425689454
0.04904904904904905 134.91384183300028
0.050050050050050046 131.8038811701146
0.05105105105105105 134.89562642798666
0.05205205205205205 134.21602310084805
0.05305305305305305 135.47023173064585
0.05405405405405406 136.23634025669574
0.055055055055055056 135.61256516500524
0.056056056056056056 135.15867510567966
0.057057057057057055 134.59243671359118
0.058058058058058054 134.2044246970123
0.05905905905905906 133.06572081517433
0.06006006006006006 132.12118950263186
0.06106106106106106 130.08768482444825
0.062062062062062065 131.15737137024422
0.06306306306306306 127.88949284225104
0.06406406406406406 128.8078005080761
0.06506506506506507 128.001219479601
0.06606606606606606 129.1813227737278
0.06706706706706707 131.33426960085308
0.06806806806806806 130.03760100800108
0.06906906906906907 127.66762375146007
0.07007007007007007 127.36365722863876
0.07107107107107107 126.725762517507
0.07207207207207207 128.2973756879717
0.07307307307307308 129.00315459545646
0.07407407407407407 130.32871852282986
0.07507507507507508 131.04707030393
0.07607607607607608 131.56406743521623
0.07707707707707707 134.32285082553028
0.07807807807807808 135.30854347426384
0.07907907907907907 133.5114394279083
0.08008008008008008 130.45037168573526
0.08108108108108109 130.54921976355237
0.08208208208208208 128.70559237511955
0.08308308308308308 126.54659734939821
0.08408408408408408 126.88437832354656
0.08508508508508508 129.21672350102796
0.08608608608608609 132.9122392348678
0.08708708708708708 131.75272048856823
0.08808808808808809 134.03019902009711
0.0890890890890891 134.03409271170983
0.09009009009009009 132.96707330304992
0.09109109109109109 131.62678391328686
0.0920920920920921 133.6403043024301
0.09309309309309309 136.27970664990215
0.0940940940940941 136.7896770238719
0.09509509509509509 137.38814753848445
0.0960960960960961 139.43196004593037
0.0970970970970971 139.19574782548622
0.0980980980980981 138.97700015699567
0.0990990990990991 139.33057816546415
0.10010010010010009 139.27312280209097
0.1011011011011011 141.71206776486392
0.1021021021021021 139.38229617863956
0.1031031031031031 139.33261000713077
0.1041041041041041 141.57861098900887
0.10510510510510511 142.60222108851642
0.1061061061061061 142.5286927259977
0.10710710710710711 142.3246436523714
0.10810810810810811 141.8007421970046
0.1091091091091091 142.91128719475776
0.11011011011011011 142.55206769912445
0.1111111111111111 144.87294539709129
0.11211211211211211 143.99424336856902
0.11311311311311312 137.9909947179972
0.11411411411411411 138.85110073858147
0.11511511511511512 136.9345454306969
0.11611611611611611 135.90859905356754
0.11711711711711711 136.04147176920233
0.11811811811811812 135.47717159524026
0.11911911911911911 136.08197286373223
0.12012012012012012 133.44097001370454
0.12112112112112113 135.37366154891185
0.12212212212212212 134.44376362784328
0.12312312312312312 134.401809700898
0.12412412412412413 133.2782444227787
0.12512512512512514 132.11653737615745
0.12612612612612611 131.99225509436195
0.12712712712712712 130.97098256308658
0.12812812812812813 132.30354058504403
0.12912912912912913 130.93072254229105
0.13013013013013014 128.06018125788893
0.13113113113113112 127.04778402948298
0.13213213213213212 126.85678880883816
0.13313313313313313 127.72013902438536
0.13413413413413414 128.5812067404371
0.13513513513513514 129.06194338922032
0.13613613613613612 128.47015237668836
0.13713713713713713 129.96371172801747
0.13813813813813813 127.47128833978753
0.13913913913913914 130.163334060545
0.14014014014014015 128.50515204096777
0.14114114114114115 129.36983792855926
0.14214214214214213 130.3491147189873
0.14314314314314314 130.61766310288377
0.14414414414414414 131.46639878726174
0.14514514514514515 129.95689097999573
0.14614614614614616 130.5106215591385
0.14714714714714713 130.1555983427448
0.14814814814814814 130.77220134666348
0.14914914914914915 130.53922835550065
0.15015015015015015 130.12851709570128
0.15115115115115116 130.2238788394541
0.15215215215215216 131.49947965794863
0.15315315315315314 134.59135256877858
0.15415415415415415 133.1600186382729
0.15515515515515516 130.88883468706152
0.15615615615615616 130.22012840539327
0.15715715715715717 128.72711611301742
0.15815815815815815 128.2204205944616
0.15915915915915915 128.58088300596472
0.16016016016016016 128.31633663933357
0.16116116116116116 127.22552495137072
0.16216216216216217 129.05725410152735
0.16316316316316315 130.58687413000828
0.16416416416416416 130.918995398345
0.16516516516516516 129.7280107584758
0.16616616616616617 129.07767490194385
0.16716716716716717 129.6439578630336
0.16816816816816815 131.78675107416035
0.16916916916916916 133.77082545414066
0.17017017017017017 134.78390865349115
0.17117117117117117 136.9790128248868
0.17217217217217218 136.75360684884322
0.17317317317317318 137.40438263564766
0.17417417417417416 139.48881204914574
0.17517517517517517 137.3573776903546
0.17617617617617617 138.50160734113248
0.17717717717717718 139.6905244565738
0.1781781781781782 137.24767916756153
0.17917917917917917 137.19004502207113
0.18018018018018017 138.52823273051558
0.18118118118118118 138.86372086778894
0.18218218218218218 138.61956701856582
0.1831831831831832 139.72770257699392
0.1841841841841842 139.96163552616215
0.18518518518518517 142.36261461934154
0.18618618618618618 144.168173655554
0.1871871871871872 148.29127958487072
0.1881881881881882 146.236793590757
0.1891891891891892 144.58895201567847
0.19019019019019018 146.98286335359765
0.19119119119119118 145.6264244630427
0.1921921921921922 146.7861609127477
0.1931931931931932 145.97595022138933
0.1941941941941942 145.46453102140202
0.19519519519519518 144.38612960825907
0.1961961961961962 143.4507187609736
0.1971971971971972 141.9211708179519
0.1981981981981982 140.96931137968141
0.1991991991991992 142.52069809071705
0.20020020020020018 140.86722402563217
0.2012012012012012 139.1792552137278
0.2022022022022022 139.5746921546722
0.2032032032032032 137.46651767926318
0.2042042042042042 137.55787320714643
0.20520520520520522 136.35635538300738
0.2062062062062062 135.59084796159655
0.2072072072072072 136.30371767408278
0.2082082082082082 135.99310312459087
0.2092092092092092 136.68280284604512
0.21021021021021022 138.16218541495707
0.2112112112112112 140.6102620763973
0.2122122122122122 141.80401675388129
0.2132132132132132 139.1868101807343
0.21421421421421422 137.73638405432527
0.21521521521521522 136.41839494902018
0.21621621621621623 134.53135870952508
0.2172172172172172 133.61763392618744
0.2182182182182182 133.78806231702876
0.21921921921921922 134.60615748540087
0.22022022022022023 135.62564024544727
0.22122122122122123 132.5597324079751
0.2222222222222222 131.72980487729382
0.22322322322322322 132.55341959449677
0.22422422422422422 131.97624514631175
0.22522522522522523 132.3336435967198
0.22622622622622623 133.35591552785698
0.2272272272272272 132.62494256935508
0.22822822822822822 133.09772372022266
0.22922922922922923 133.68235925068785
0.23023023023023023 134.65657249857793
0.23123123123123124 134.11716851235158
0.23223223223223222 132.38292495128283
0.23323323323323322 132.7954329584567
0.23423423423423423 129.40864756189808
0.23523523523523523 128.1917450426031
0.23623623623623624 129.71202636850066
0.23723723723723725 129.43251318412044
0.23823823823823823 127.20748580816115
0.23923923923923923 127.74806821221014
0.24024024024024024 128.54503143153184
0.24124124124124124 129.08162521546018
0.24224224224224225 129.22333486077466
0.24324324324324323 130.78524348302284
0.24424424424424424 130.4462527032399
