portfolio_1,portfolio_2,portfolio_4,portfolio_10,portfolio_50,portfolio_100,portfolio_500
63.58068020771459,62.591644168020935,65.6379246332701,57.86771027942058,50.99997955474847,51.79604430988407,51.46555312454302
59.71945550425657,55.80892826232606,43.23382892881371,40.97929787989716,53.49603692946468,45.75144839983969,51.871264176170826
36.796627859567344,45.82109833173973,59.22698211124428,50.679641139691256,52.17810856449587,49.56220838629629,51.62917134206134
66.01064753789744,44.16074163199579,45.76605201886672,51.6540041963068,43.108190535827276,51.86424292413576,49.96799866013757
55.3355935784016,57.18944646786139,41.22156757229334,46.16225091152951,50.68447117567068,49.80072982317446,50.30467008241445
43.23186067783507,50.097705049154655,44.42867051151343,54.37187835485401,49.333556605451854,53.17010747191499,49.55180018978653
45.380495838855204,43.42905706811841,43.24751253693697,52.4794369147098,51.132384418706856,50.40692553165441,51.487030942520974
50.00850479313726,53.57722125979703,49.332241044905906,48.77747832391906,49.66407686081778,52.80519097066588,50.030441090007315
35.33611858970879,61.21879398282308,45.28348900441351,54.14857129664719,49.130932016175656,50.951903040164204,50.859694612713696
53.60415208417798,47.86035344075273,46.94923037389441,49.27056574095967,51.00340268708838,50.657949212794236,50.7493699477146
66.83889192570226,35.9551458801254,6.46884428171856,46.43743824898256,47.520450487362226,53.40073991789984,48.78743705814151
36.43388027218768,72.4012860018804,49.08208654792212,47.36195839130207,49.97784774645547,53.35507479854492,51.08765819905263
68.57204229093475,19.896789926858418,50.147923424983816,51.35769932896945,50.87264988819147,50.34828031814729,49.12134392781098
71.17725493034268,12.82255382006693,57.0136891470227,46.46773690556165,49.09641078580364,51.390538290865805,51.039327519602544
56.154684371442755,51.061134311983864,50.162821485672545,60.04719840130793,51.60705179626389,50.1353535049106,51.296429226652734
67.73463758350387,62.71862092557579,40.313511392360994,51.72875961722776,45.76701584205661,51.56110097640679,51.455193965063835
1.1763420491868999,58.2256784012726,52.801297669685134,48.797279510544996,53.276077307939886,51.55587951299828,50.672665073822245
60.78247950737517,51.60816248065092,38.78712232574772,43.24903404570408,49.48718996112783,52.54948647960957,51.039686287403526
66.96518209621807,43.298984077794664,59.98646574262018,49.50424924576646,51.326140496378436,50.1165777906777,50.91895079886049
21.627842773005696,56.85374813038094,56.77247193862706,51.50408866671144,47.929085132181754,52.252451981307686,50.805859635272654
69.2824249922198,42.26554051192528,46.5373214023808,50.419093599663036,56.629744309949295,50.94513925791793,51.96575597064384
64.70191260538647,55.39471054046052,53.81657855700817,41.854912562309096,53.2329486999554,48.65667742015793,51.30822717154773
52.87141955513337,41.42822705036696,57.95954707669213,36.522750825018605,50.133631099044635,51.27344736757081,49.85872685944943
38.543340704871014,52.29447057510383,55.962724791760124,40.071990021566705,44.23089889033924,55.71180329655942,49.684550798444945
33.956449480767915,38.83472269937238,48.57107528389407,53.872522699317905,50.94029576683323,50.94154449571077,51.97658202871331
42.46785744487322,61.61249132534664,64.12838091442427,55.01725301200498,51.3852633638889,56.747004919268164,49.02250711219554
46.548027928423366,47.16211027392386,49.51393690999332,55.981394266665696,47.7214282636687,51.27087675714697,50.742076785229905
67.60328884166972,57.63536483317327,41.20534135516263,54.2957210988707,51.51988334654457,49.759557832346594,52.168922527675356
72.78982394786563,53.8329960008774,55.09507822551359,58.19011013146518,49.07207126959907,48.09366092260786,51.21505592100338
41.83327276490894,32.96108033360187,49.23742199837928,53.45847486550243,52.23384325825309,50.99590491032162,51.04258707504218
54.59068429684254,62.375244807206556,26.364177265752588,56.085875740623685,50.10107302944204,51.598769857516025,50.76925504802839
49.62249415836959,57.07871500593438,40.837460604636824,49.21554505071068,55.380358411962355,51.22488589315389,52.351429493008126
62.40638948362887,58.566364214456854,52.43344603406567,47.51490706958314,49.6655186764533,53.217981864362876,51.128656076890444
39.02019871110546,49.38021969197353,45.31222363431469,51.56543911904893,54.030904687652736,49.98604593251349,50.88425283946782
58.07301034224034,50.01989876180911,65.47444110064137,45.70244111902498,53.18851422299564,51.91912358045329,50.89740256496549
53.779571187130514,53.15010198089131,46.068097304179076,54.225283875094014,47.22492883857869,50.95897862037214,51.85052819083101
58.69932071282935,36.640639269630164,49.06562039793854,46.429487636630085,48.088331818592415,50.32485115149673,50.784906658516846
45.91230437117179,68.87273546085191,42.629689457114296,47.665950003081264,49.82369312518354,48.93831587276935,51.370103937820744
70.70221946144798,37.352926315243636,38.884121827849675,57.60829304412314,49.684268358784465,50.3502142382932,50.7815922488549
48.996477432467145,25.57481943630498,59.57280746069432,55.081131862710386,51.94695934311881,50.87368151839379,52.331242590209776
43.850109094854545,61.528756996969015,60.48685118513866,53.23146337424208,51.749115685154585,54.167507338178154,50.122616920393526
33.604002454670564,62.797293593762916,48.359990717788335,51.89236323862245,55.05359456393272,49.75252696984634,51.187553921889275
61.32945362312415,58.52701171425829,60.82690754617161,50.09227222063343,53.06153830279518,51.45920314316981,52.16541088535888
62.70169000933936,50.05563253513831,64.28333195873314,50.90961000731443,53.489674135544526,52.32510467058634,51.03255842529828
70.72242308044335,49.91038735930497,49.37274718472584,51.08519417470765,51.672015852651036,51.190785814258234,52.90365476029139
28.623585506510977,47.60706161407645,50.37170788314383,51.3832845519169,51.769802506709674,50.18230013419558,50.822355933459214
54.896870465324156,68.09650475916624,50.082046434656164,49.97956855020345,52.25919165790727,48.5663697288234,51.1697131417186
42.7664069364328,72.84350024679223,13.761942666098378,52.644685284544884,52.92799020531662,49.10822963959831,48.292153252762134
35.25905258179182,50.62940083734085,44.644032681743134,57.07551039246337,48.76833199193861,53.14469864252377,50.473978021068824
69.43530306857681,43.00599782691296,66.09125975065686,53.75701684267453,48.75442571655306,53.71198798415257,50.58398753769807
56.24927823176061,54.60026813149524,42.640630892328346,47.73384642472516,48.87919271174361,51.53504368783216,49.76380432309076
47.4954576410426,56.308050820833216,53.03545047096813,37.88560971704873,52.395438695184424,49.939850398294254,50.22241032013471
63.691058028103114,51.951763806772284,50.31650366288047,50.06354435423501,49.86945981527783,49.640724172461425,51.01462201264713
45.056776174257536,60.60228531982487,45.840545808528255,67.33115057582495,50.27226868577931,51.09020146981558,49.971551636647845
64.58778991574307,50.862103131359305,47.789460690312126,54.12966562183645,58.83827950264501,51.785302159955876,51.80299179591668
63.13647980213821,49.67913447164463,46.58983891595945,52.03928673593107,48.66066662115614,53.321444049811156,50.83440047518101
61.62831166975451,54.56300068343572,49.54607564149832,52.298047377163435,51.747481766150585,37.18523642107229,50.353710139242594
