t,x_1,call_price_1,x_2,call_price_2,x_3,call_price_3,x_4,call_price_4,x_5,call_price_5,x_6,call_price_6,x_7,call_price_7
0.0,100.0,26.265275935582398,100.0,27.4808515473949,100.0,26.53428193400284,100.0,26.470413473269254,100.0,26.903866272731936,100.0,25.680775876229095,100.0,26.14204366512897
0.001001001001001001,99.63567664396665,26.56550524221834,102.73019356247417,28.459902968474218,101.07241658741069,26.7893399946121,95.83001472567611,23.30680241947498,99.47385616935733,26.456509216999766,99.24700777359378,25.897960392611477,100.69340328748244,26.51286327342519
0.002002002002002002,100.47837953756876,26.89149773113182,103.64469216734213,28.09308669058677,101.36743128755046,26.941255913533496,96.37895546850174,23.59011937945309,99.57648335858069,26.447542018581014,98.41999320394525,25.67368213654127,103.04226762380156,29.070814469065493
0.003003003003003003,98.47089956005193,25.180040201974162,103.86918186738964,29.539755422339585,101.45510081587531,27.75207813796785,95.3949429825996,22.321926012397544,97.53607405525949,24.15198271573599,96.68976302547337,25.15618662697859,103.20687723744919,28.946948273190277
0.004004004004004004,101.01585873046874,26.350698699750748,103.11182316047449,27.244141524212477,102.14001561780688,27.63231084283597,95.4255262002218,22.045974443943066,95.76954817424384,23.812682396099984,95.36266703037526,23.63247171981337,103.25161628785612,27.745802384620458
0.005005005005005005,99.60286868535995,26.035924822840528,104.41920682167336,27.976667892248653,100.87452265544898,28.09208371299373,95.09255476251278,23.12355040786865,94.49626186676244,22.39024138961191,95.87710060167048,23.965906721765585,104.90787692875708,30.00000368447251
0.006006006006006006,98.48178876781537,25.668054053902527,106.61457989813256,30.704653214240178,98.14478619959523,24.72878457105749,92.18279268293756,20.728267402749687,94.50361039179064,22.685926724238506,92.7550290573325,21.334268743850924,103.06523563863962,27.340365689268463
0.007007007007007007,98.71851213452454,25.749777554217125,108.0896700430858,32.91107496719491,95.19906266145092,22.85198018862279,94.62266524568192,24.481601830043992,93.7990082892121,22.8011200228458,93.58262894092665,20.98437818976349,98.97419954233978,26.348403326790987
0.008008008008008008,99.67515218710855,25.112626444648733,110.39621076041355,32.96172524508448,95.6335391819429,22.632739061672282,93.90489724084256,22.031639949666666,92.4186950937771,20.401986171202804,95.2530078564883,23.475508596704504,99.18486043374143,25.741544905501357
0.009009009009009009,101.15158457953068,27.10225424205915,112.3311753956528,34.496772716260395,93.7840146039645,21.85045841598084,95.53926694638452,23.294197700595547,93.04436598451181,22.34626691652699,93.71891167127998,23.010886599547206,97.68572910835339,26.215367495404333
