t,x_11,call_price_11,x_12,call_price_12,x_13,call_price_13
0.0,100.0,26.339510455038088,100.0,26.905338407504164,100.0,25.925920951637952
0.001001001001001001,97.53990352618463,24.412991474837327,98.13657185596618,24.362197666297323,101.2395715157304,27.565680494568802
0.002002002002002002,94.79955711071744,22.88033974758875,98.5970548263486,25.841722824809537,101.19295284122917,27.761470025291473
0.003003003003003003,93.58209557714875,21.100258892923083,98.72053076897957,27.506786029720626,102.53493246339293,28.529907363655404
0.004004004004004004,94.52649004463767,22.219312546838548,100.1029709152632,26.56405533265373,103.99271197267173,28.82084828962091
0.005005005005005005,95.1330144655145,22.509688787362894,100.73347592360142,27.175292707332858,104.2504681599548,28.847597044810268
0.006006006006006006,94.07443488543731,22.294242993916548,99.19188994954365,25.17162747894166,105.6525960155611,29.772536144946706
0.007007007007007007,93.13472597920277,22.537519915596857,99.54697958842635,26.132652306665737,104.93290149191462,28.4034143846144
0.008008008008008008,93.80109453886266,22.61304404591026,103.67226064435106,26.931457438143514,104.58509388279836,28.214052918697455
0.009009009009009009,95.47265864686275,23.556953517496236,103.38666856409574,28.25614630144886,103.13988086329074,27.243585088769414
0.01001001001001001,95.19367970921236,24.776279711837358,104.17421737097514,28.928126334041423,104.40634551077281,28.00287219551553
0.011011011011011011,93.84536254440408,22.222473111117402,106.97860373677564,30.99187386973489,104.65135959896028,28.616608015965863
0.012012012012012012,93.7087664813175,21.94122148149137,106.06016342212489,29.48003201901087,105.70062271529066,30.90719780752941
0.013013013013013013,94.4624532173221,23.129312122374287,106.7261125766763,30.647626431716784,104.80642598184764,28.804664604161278
0.014014014014014014,90.81303913183315,21.1642754334011,107.70568284726787,30.707998338542303,107.11139264371418,31.0609398118115
0.015015015015015015,92.99726616253652,21.567101594809,106.88730639564133,30.808069774289198,107.46590473281233,31.09480234684261
0.016016016016016016,90.4116226556164,19.779980118830593,103.66846315590638,27.608202137508034,105.89378554628497,31.21210540728648
0.017017017017017015,90.04092418013924,20.195465157136343,101.8792787204932,29.796321985716,106.36492670103544,30.239038907213573
0.018018018018018018,91.79903928664409,22.00196395459764,100.7820716647122,26.138775021642772,109.24259547284537,31.217138800184582
0.01901901901901902,90.96507255467735,19.947318178945864,102.7322562164046,28.39286948802897,106.39104074034393,29.816013672790508
0.02002002002002002,90.51526126802516,20.085905527983815,103.70642953579,28.21693846870407,105.49129208299223,30.728915787661386
0.02102102102102102,88.4822693076324,19.9858079264667,101.28210433487831,26.827534567843806,104.11120204562407,29.062372175012804
0.022022022022022022,87.54137508929867,19.023195568879682,102.58332718374382,26.64613695703955,105.24012115285694,28.843539927391586
0.023023023023023025,87.8533209804912,18.588696750014293,102.2340225352455,27.04406536847581,104.84934113621128,29.163093096239056
0.024024024024024024,86.70985393272817,18.320850755805292,101.70865522786623,28.280627126705635,103.79552953581923,27.24451822502398
0.025025025025025023,85.34532950779669,17.221043871658363,103.13156971412765,28.293055988592016,104.27312690151176,27.842262747063756
0.026026026026026026,80.89610323664827,15.26592659539956,102.6618038527618,28.200249254512336,104.4865976687609,29.127617494229526
0.02702702702702703,80.54488247455951,14.688030017001083,100.47838330443034,26.7979754470569,104.80054912148994,31.41729152701911
0.028028028028028028,79.1216086356919,13.351355287417476,99.80731852975971,27.116409239747522,103.55363005958709,27.849045760425547
0.029029029029029027,78.51868597084388,14.25120480309896,98.57759999936559,24.24608654826229,104.79848456838552,28.546202652984753
0.03003003003003003,77.5611632575334,14.231509341414807,100.66761456254713,25.26963871884679,104.30237037501063,28.267100244691843
0.031031031031031032,77.84325797139081,12.332706939950823,99.32609415416879,25.241900841309274,102.85954026414582,25.465386910464453
0.03203203203203203,78.47554791346046,14.467115367583673,99.1436670106449,23.90911917557731,102.33969261967357,27.36094894602969
0.03303303303303303,78.54344541146924,13.679759728614648,99.31668005268165,25.736830451615756,102.90275634544453,28.87008229148793
0.03403403403403403,77.31674845628537,13.143204306517386,100.18363113898278,24.946802637311578,101.2664581045422,26.562441205920578
