t,x_11,call_price_11,x_12,call_price_12,x_13,call_price_13,x_14,call_price_14,x_15,call_price_15,x_16,call_price_16
0.0,100.0,26.339510455038088,100.0,26.905338407504164,100.0,25.925920951637952,100.0,25.184929248190404,100.0,25.024702874089822,100.0,24.735232907916032
0.001001001001001001,97.53990352618463,24.412991474837327,98.13657185596618,24.362197666297323,101.2395715157304,27.565680494568802,99.87298854948065,25.23524902778061,99.11475346577515,26.58875432863145,99.51060404973143,25.66999119923806
0.002002002002002002,94.79955711071744,22.88033974758875,98.5970548263486,25.841722824809537,101.19295284122917,27.761470025291473,100.8458854763082,26.475143918407515,100.53753775993688,26.748263192531265,100.47609731443004,25.2769671353068
0.003003003003003003,93.58209557714875,21.100258892923083,98.72053076897957,27.506786029720626,102.53493246339293,28.529907363655404,100.57280611712409,26.954108745415848,99.86687400138229,26.367583088685297,100.425452953803,25.628752216946793
0.004004004004004004,94.52649004463767,22.219312546838548,100.1029709152632,26.56405533265373,103.99271197267173,28.82084828962091,100.5377208637113,26.281110947763217,100.99278432765567,27.21477757052935,100.59674492700044,26.390606851053203
0.005005005005005005,95.1330144655145,22.509688787362894,100.73347592360142,27.175292707332858,104.2504681599548,28.847597044810268,99.27975705039768,24.903494057969624,97.90116540602824,25.81918642595175,101.58564779726595,26.580366165628455
0.006006006006006006,94.07443488543731,22.294242993916548,99.19188994954365,25.17162747894166,105.6525960155611,29.772536144946706,103.90489533547036,27.449878064304805,96.21838398393155,22.43096501367701,101.7943452693533,28.503514796115986
0.007007007007007007,93.13472597920277,22.537519915596857,99.54697958842635,26.132652306665737,104.93290149191462,28.4034143846144,101.99957393830023,26.560698416985186,97.26680068952717,25.465378432954537,102.80502868401587,29.14601888586165
0.008008008008008008,93.80109453886266,22.61304404591026,103.67226064435106,26.931457438143514,104.58509388279836,28.214052918697455,103.13099484374641,28.152046922524725,96.22408019369513,23.68180652806558,102.52350849037545,28.38004081668572
0.009009009009009009,95.47265864686275,23.556953517496236,103.38666856409574,28.25614630144886,103.13988086329074,27.243585088769414,99.60583478898259,24.915144573491364,96.74551821112823,25.2793048701095,102.09884218434699,28.19847048260702
0.01001001001001001,95.19367970921236,24.776279711837358,104.17421737097514,28.928126334041423,104.40634551077281,28.00287219551553,99.35426015417848,27.321108279679795,98.46703147555074,27.008297437006032,105.17670366211763,29.733781091038573
