t,x_11,call_price_11
0.0,100.0,26.339510455038088
0.001001001001001001,97.53990352618463,24.412991474837327
0.002002002002002002,94.79955711071744,22.88033974758875
0.003003003003003003,93.58209557714875,21.100258892923083
0.004004004004004004,94.52649004463767,22.219312546838548
0.005005005005005005,95.1330144655145,22.509688787362894
0.006006006006006006,94.07443488543731,22.294242993916548
0.007007007007007007,93.13472597920277,22.537519915596857
0.008008008008008008,93.80109453886266,22.61304404591026
0.009009009009009009,95.47265864686275,23.556953517496236
0.01001001001001001,95.19367970921236,24.776279711837358
0.011011011011011011,93.84536254440408,22.222473111117402
0.012012012012012012,93.7087664813175,21.94122148149137
0.013013013013013013,94.4624532173221,23.129312122374287
0.014014014014014014,90.81303913183315,21.1642754334011
0.015015015015015015,92.99726616253652,21.567101594809
0.016016016016016016,90.4116226556164,19.779980118830593
0.017017017017017015,90.04092418013924,20.195465157136343
0.018018018018018018,91.79903928664409,22.00196395459764
0.01901901901901902,90.96507255467735,19.947318178945864
0.02002002002002002,90.51526126802516,20.085905527983815
0.02102102102102102,88.4822693076324,19.9858079264667
0.022022022022022022,87.54137508929867,19.023195568879682
0.023023023023023025,87.8533209804912,18.588696750014293
0.024024024024024024,86.70985393272817,18.320850755805292
0.025025025025025023,85.34532950779669,17.221043871658363
0.026026026026026026,80.89610323664827,15.26592659539956
0.02702702702702703,80.54488247455951,14.688030017001083
0.028028028028028028,79.1216086356919,13.351355287417476
0.029029029029029027,78.51868597084388,14.25120480309896
0.03003003003003003,77.5611632575334,14.231509341414807
0.031031031031031032,77.84325797139081,12.332706939950823
0.03203203203203203,78.47554791346046,14.467115367583673
0.03303303303303303,78.54344541146924,13.679759728614648
0.03403403403403403,77.31674845628537,13.143204306517386
0.035035035035035036,80.08029632085405,15.001131636334827
0.036036036036036036,79.51205469029514,14.038064228378268
0.037037037037037035,79.19227357737724,13.95557445254869
0.03803803803803804,76.86948529472282,13.507323952211907
0.03903903903903904,76.49540789811195,12.15942537501121
0.04004004004004004,76.64825397420849,12.763908489676545
0.04104104104104104,75.25574291723922,11.870161251561852
0.04204204204204204,77.3959515816326,13.365615280659958
0.043043043043043044,76.92887897918582,13.355517572967473
0.044044044044044044,76.67940419408629,13.257812103999507
0.04504504504504504,77.64046024525975,13.713326442752736
0.04604604604604605,80.25022664144392,14.06003139252579
0.04704704704704705,78.6433301639932,14.395993447478384
0.04804804804804805,75.97353372690388,13.241495992868233
0.04904904904904905,75.43108322498495,11.99809010986887
0.050050050050050046,77.30371722182255,13.13761075661192
0.05105105105105105,77.7217492895498,13.890509097576192
0.05205205205205205,77.81448920065048,13.110285605571145
0.05305305305305305,78.57856222998805,13.646063875026371
