t,x_21,call_price_21,x_22,call_price_22,x_23,call_price_23,x_24,call_price_24
0.0,100.0,26.195896384062504,100.0,26.5954651090166,100.0,25.011078186411208,100.0,26.82412265597304
0.001001001001001001,100.37014062219708,26.48850198588994,102.55704736307219,28.23498537508871,104.60676552721316,30.18431197816544,101.15815963894217,25.683964263338527
0.002002002002002002,99.36937854341738,25.583725833279768,102.78438623310893,27.476251842025288,105.43501124578428,28.92819651235148,99.67303735349883,24.452223865657352
0.003003003003003003,99.41503019813761,27.257232156397954,104.31469367484351,29.031925447289154,103.8383555283237,27.216858467592612,99.72075707257216,24.76110166682427
0.004004004004004004,99.0760723362962,26.481656600426287,103.42237238496712,27.86826223875744,104.79759103894317,29.60082977176689,100.01261101104178,25.547822155782985
0.005005005005005005,97.82628362807219,24.61440617722724,100.96704639403636,27.84311839752523,101.98202044188346,27.366798338531833,103.01099665554112,28.861571569564152
0.006006006006006006,100.24520152113828,26.417545409415318,99.59498986097682,25.616065113041724,105.40050441906331,29.492453759109917,102.3599713452023,28.24521086234897
0.007007007007007007,101.7145503152554,27.468693066584407,98.08253722908569,23.91539839101131,107.6427477326139,32.10197486067867,102.05204293744407,28.421436040942048
0.008008008008008008,101.01519786756336,26.59838571303295,96.36231190695335,23.36245326718673,107.400022592499,31.712695897416992,98.77581778573946,25.502853018918486
0.009009009009009009,100.9529376458574,26.710366714854757,96.44090286082668,24.906178695922264,107.21970205463663,32.426107215805295,99.52786018074104,25.465975734517837
0.01001001001001001,100.934727937429,26.495964744892408,96.72710457666406,24.634243657659866,106.63455354650151,30.944318684900363,100.24651828641875,27.057197353358372
0.011011011011011011,105.2570273173064,29.19435780470791,96.58151973709893,23.637543660176426,106.0236803270759,29.465786350310996,101.97458989325669,27.101263292285726
0.012012012012012012,105.9981303903212,29.759033453830867,96.47920197864794,23.71455066822264,106.01855983972087,31.029785721750564,102.67890630350946,27.56161564368793
0.013013013013013013,105.33958522443058,29.376430312442814,95.97495640791468,23.58635092493892,105.7015907986636,29.72730091881826,102.17480975645306,27.495260385359703
0.014014014014014014,105.93798800271857,30.543842157937316,94.63102736093022,23.30749196034032,107.08868139193928,30.73212879856737,102.48641757235801,26.843768137546963
0.015015015015015015,105.54204958316605,29.82793808525052,96.33648725729287,22.332162655754896,108.60463160581492,31.458288341090977,101.09881114462259,26.037966248049592
0.016016016016016016,105.54838960655098,30.8317766155936,94.95166144447083,22.45971813920783,107.85605058783979,32.58718239645464,98.82397804465197,25.505815882745228
0.017017017017017015,104.93950832611458,28.518957019165292,93.09194877860689,21.389033909922,105.93092358945432,30.560473242446907,99.51823766241154,25.24175980262549
0.018018018018018018,106.43510124713573,31.618763152297866,92.15516797379216,21.165860345402287,107.14139120274217,30.12368326448549,96.41244210160916,25.198499465516846
0.01901901901901902,104.72360355234056,30.395325524020457,94.2546345179565,21.643873386761623,108.12488543279817,31.620765096187263,95.76508139468069,22.559605137327498
0.02002002002002002,102.07139117748272,28.043188471752753,96.34450831370137,23.194281941565883,106.53790753955539,29.275751767413343,95.93831131983096,22.90576942994835
0.02102102102102102,102.88345536596931,28.812592520899926,95.24619932362216,22.90984507895798,106.8177043615849,30.91187054024153,97.34701817198646,25.293336826368144
0.022022022022022022,104.45427827466297,28.5463595608723,93.79320765042529,23.273041262269796,103.99770554277367,30.08946405806838,95.57990404438372,24.7130143830741
0.023023023023023025,103.62542950419068,27.412357206165815,91.03606522222275,20.936297688232603,102.5413752283271,28.378369968518868,96.39838283157108,24.005717926904893
