t,x_21,call_price_21,x_22,call_price_22,x_23,call_price_23,x_24,call_price_24,x_25,call_price_25,x_26,call_price_26,x_27,call_price_27,x_28,call_price_28,x_29,call_price_29
0.0,100.0,26.195896384062504,100.0,26.5954651090166,100.0,25.011078186411208,100.0,26.82412265597304,100.0,26.04004884677626,100.0,25.916005446598216,100.0,26.834564829664572,100.0,26.56751868259846,100.0,27.859321875016924
0.001001001001001001,100.37014062219708,26.48850198588994,102.55704736307219,28.23498537508871,104.60676552721316,30.18431197816544,101.15815963894217,25.683964263338527,99.29617610376907,25.91162442644315,99.11692817722506,26.326512657506203,99.22245099478039,24.52188272473836,100.30514034250224,27.185843268954507,102.11943625529616,27.185907275418845
0.002002002002002002,99.36937854341738,25.583725833279768,102.78438623310893,27.476251842025288,105.43501124578428,28.92819651235148,99.67303735349883,24.452223865657352,98.32915270533552,22.98222243554283,98.83206094262884,26.13063312155711,97.53331571088665,24.206806841973105,100.35666794584944,24.992690611345385,102.93883304860186,29.169818110516236
0.003003003003003003,99.41503019813761,27.257232156397954,104.31469367484351,29.031925447289154,103.8383555283237,27.216858467592612,99.72075707257216,24.76110166682427,99.28820255999098,24.83339431935146,98.77477806982296,23.17922363384473,97.48870783337468,23.91251035889359,100.42788810291047,27.786379402707748,103.40142888725045,28.09807407842654
0.004004004004004004,99.0760723362962,26.481656600426287,103.42237238496712,27.86826223875744,104.79759103894317,29.60082977176689,100.01261101104178,25.547822155782985,100.29519918249048,26.67305546797412,98.39152228563883,25.17603141784326,97.45359279090715,24.714586943379,100.82694528324576,26.7267113205123,102.20016043236761,27.06243548874198
0.005005005005005005,97.82628362807219,24.61440617722724,100.96704639403636,27.84311839752523,101.98202044188346,27.366798338531833,103.01099665554112,28.861571569564152,100.57510238447837,26.313291489131064,96.76133345371669,24.46696718674793,99.81207293099254,27.261827428811348,98.8706603930813,25.88520133417931,103.80063946717682,28.280060488768953
0.006006006006006006,100.24520152113828,26.417545409415318,99.59498986097682,25.616065113041724,105.40050441906331,29.492453759109917,102.3599713452023,28.24521086234897,101.02832705323077,26.941078040230828,96.19775155606646,23.762181525325683,99.91734013174252,26.867508534533634,98.36846625449087,26.255981755441418,104.84630315805177,30.40132238693948
0.007007007007007007,101.7145503152554,27.468693066584407,98.08253722908569,23.91539839101131,107.6427477326139,32.10197486067867,102.05204293744407,28.421436040942048,100.77162141953494,27.00495582955146,94.37900331322737,23.463358855517257,96.56588963591437,23.708845490633163,97.7454357365124,25.07168585430758,104.2775552631668,28.049749800411632
0.008008008008008008,101.01519786756336,26.59838571303295,96.36231190695335,23.36245326718673,107.400022592499,31.712695897416992,98.77581778573946,25.502853018918486,103.48433581149149,27.26982201753916,96.04817352775858,24.4053189797716,94.85502803063687,23.468611872760672,95.3718449900818,23.691260589734497,100.66336568518314,27.202841041019543
0.009009009009009009,100.9529376458574,26.710366714854757,96.44090286082668,24.906178695922264,107.21970205463663,32.426107215805295,99.52786018074104,25.465975734517837,104.07438411883841,28.635843291016663,93.34734561526818,23.110728400688515,95.95822820269505,23.44580243737614,94.30610938085506,22.35426724663098,101.9290270984985,27.30111611468116
