t,x_11,call_price_11,x_12,call_price_12
0.0,100.0,26.339510455038088,100.0,26.905338407504164
0.001001001001001001,97.53990352618463,24.412991474837327,98.13657185596618,24.362197666297323
0.002002002002002002,94.79955711071744,22.88033974758875,98.5970548263486,25.841722824809537
0.003003003003003003,93.58209557714875,21.100258892923083,98.72053076897957,27.506786029720626
0.004004004004004004,94.52649004463767,22.219312546838548,100.1029709152632,26.56405533265373
0.005005005005005005,95.1330144655145,22.509688787362894,100.73347592360142,27.175292707332858
0.006006006006006006,94.07443488543731,22.294242993916548,99.19188994954365,25.17162747894166
0.007007007007007007,93.13472597920277,22.537519915596857,99.54697958842635,26.132652306665737
0.008008008008008008,93.80109453886266,22.61304404591026,103.67226064435106,26.931457438143514
0.009009009009009009,95.47265864686275,23.556953517496236,103.38666856409574,28.25614630144886
0.01001001001001001,95.19367970921236,24.776279711837358,104.17421737097514,28.928126334041423
0.011011011011011011,93.84536254440408,22.222473111117402,106.97860373677564,30.99187386973489
0.012012012012012012,93.7087664813175,21.94122148149137,106.06016342212489,29.48003201901087
0.013013013013013013,94.4624532173221,23.129312122374287,106.7261125766763,30.647626431716784
0.014014014014014014,90.81303913183315,21.1642754334011,107.70568284726787,30.707998338542303
0.015015015015015015,92.99726616253652,21.567101594809,106.88730639564133,30.808069774289198
0.016016016016016016,90.4116226556164,19.779980118830593,103.66846315590638,27.608202137508034
0.017017017017017015,90.04092418013924,20.195465157136343,101.8792787204932,29.796321985716
0.018018018018018018,91.79903928664409,22.00196395459764,100.7820716647122,26.138775021642772
0.01901901901901902,90.96507255467735,19.947318178945864,102.7322562164046,28.39286948802897
0.02002002002002002,90.51526126802516,20.085905527983815,103.70642953579,28.21693846870407
0.02102102102102102,88.4822693076324,19.9858079264667,101.28210433487831,26.827534567843806
0.022022022022022022,87.54137508929867,19.023195568879682,102.58332718374382,26.64613695703955
0.023023023023023025,87.8533209804912,18.588696750014293,102.2340225352455,27.04406536847581
0.024024024024024024,86.70985393272817,18.320850755805292,101.70865522786623,28.280627126705635
0.025025025025025023,85.34532950779669,17.221043871658363,103.13156971412765,28.293055988592016
0.026026026026026026,80.89610323664827,15.26592659539956,102.6618038527618,28.200249254512336
0.02702702702702703,80.54488247455951,14.688030017001083,100.47838330443034,26.7979754470569
0.028028028028028028,79.1216086356919,13.351355287417476,99.80731852975971,27.116409239747522
0.029029029029029027,78.51868597084388,14.25120480309896,98.57759999936559,24.24608654826229
0.03003003003003003,77.5611632575334,14.231509341414807,100.66761456254713,25.26963871884679
0.031031031031031032,77.84325797139081,12.332706939950823,99.32609415416879,25.241900841309274
0.03203203203203203,78.47554791346046,14.467115367583673,99.1436670106449,23.90911917557731
0.03303303303303303,78.54344541146924,13.679759728614648,99.31668005268165,25.736830451615756
0.03403403403403403,77.31674845628537,13.143204306517386,100.18363113898278,24.946802637311578
0.035035035035035036,80.08029632085405,15.001131636334827,97.57036574072086,24.91789252023505
0.036036036036036036,79.51205469029514,14.038064228378268,98.45183798180945,24.62123169350296
0.037037037037037035,79.19227357737724,13.95557445254869,98.39490520963912,25.085523592213047
0.03803803803803804,76.86948529472282,13.507323952211907,98.80960781500933,24.902792598703545
0.03903903903903904,76.49540789811195,12.15942537501121,96.6638888496953,23.619115538280145
0.04004004004004004,76.64825397420849,12.763908489676545,96.96519941969493,23.687070723129455
0.04104104104104104,75.25574291723922,11.870161251561852,99.320518671858,25.61906783098985
0.04204204204204204,77.3959515816326,13.365615280659958,97.80340503309876,23.24704332738787
0.043043043043043044,76.92887897918582,13.355517572967473,97.42580210517325,24.57130082214345
0.044044044044044044,76.67940419408629,13.257812103999507,97.44294202823286,24.134393951773234
0.04504504504504504,77.64046024525975,13.713326442752736,98.3015575806607,25.010311096557444
0.04604604604604605,80.25022664144392,14.06003139252579,99.98902221077556,25.18135209966302
0.04704704704704705,78.6433301639932,14.395993447478384,99.3162464625752,23.356314689860106
0.04804804804804805,75.97353372690388,13.241495992868233,101.14032376485277,26.9421604350745
0.04904904904904905,75.43108322498495,11.99809010986887,103.0579812324846,27.55298401677451
0.050050050050050046,77.30371722182255,13.13761075661192,103.49418580836124,29.600311481426264
0.05105105105105105,77.7217492895498,13.890509097576192,103.30089662748532,26.43805334421762
