t,x_1,call_price_1,x_2,call_price_2,x_3,call_price_3,x_4,call_price_4
0.0,100.0,26.265275935582398,100.0,27.4808515473949,100.0,26.53428193400284,100.0,26.470413473269254
0.001001001001001001,99.63567664396665,26.56550524221834,102.73019356247417,28.459902968474218,101.07241658741069,26.7893399946121,95.83001472567611,23.30680241947498
0.002002002002002002,100.47837953756876,26.89149773113182,103.64469216734213,28.09308669058677,101.36743128755046,26.941255913533496,96.37895546850174,23.59011937945309
0.003003003003003003,98.47089956005193,25.180040201974162,103.86918186738964,29.539755422339585,101.45510081587531,27.75207813796785,95.3949429825996,22.321926012397544
0.004004004004004004,101.01585873046874,26.350698699750748,103.11182316047449,27.244141524212477,102.14001561780688,27.63231084283597,95.4255262002218,22.045974443943066
0.005005005005005005,99.60286868535995,26.035924822840528,104.41920682167336,27.976667892248653,100.87452265544898,28.09208371299373,95.09255476251278,23.12355040786865
0.006006006006006006,98.48178876781537,25.668054053902527,106.61457989813256,30.704653214240178,98.14478619959523,24.72878457105749,92.18279268293756,20.728267402749687
0.007007007007007007,98.71851213452454,25.749777554217125,108.0896700430858,32.91107496719491,95.19906266145092,22.85198018862279,94.62266524568192,24.481601830043992
0.008008008008008008,99.67515218710855,25.112626444648733,110.39621076041355,32.96172524508448,95.6335391819429,22.632739061672282,93.90489724084256,22.031639949666666
0.009009009009009009,101.15158457953068,27.10225424205915,112.3311753956528,34.496772716260395,93.7840146039645,21.85045841598084,95.53926694638452,23.294197700595547
0.01001001001001001,99.8001308061076,27.099249181836466,112.45030917505433,35.188939163134954,93.34710415250048,23.02075809550572,94.83229014530768,23.690459256599173
0.011011011011011011,100.7588926411462,25.213908546884294,111.18162956034192,33.03534843374204,96.30695083492158,23.762851556001092,95.8031381644535,22.57907072020576
0.012012012012012012,100.28310081632002,27.167070732730636,111.4354330072953,32.612334854776456,97.32166406146483,25.289095036252263,95.00072550446575,23.17769652906637
0.013013013013013013,101.13624288547243,26.964922844169116,111.47086197291534,32.756707236619604,97.2113863116183,23.717038280580855,94.26283847088612,22.900994234106545
0.014014014014014014,98.49209437618325,24.29046392939571,112.452074943728,33.426517137676825,98.42511629513908,25.09195125445103,94.91277354197277,23.049876917151373
0.015015015015015015,97.8323091569885,25.053298204369483,113.31126405519842,35.06338865789482,97.4180687544457,24.365924460639476,93.00247689982676,23.240474686329346
